date,snippet,price change,tweets
2016-12-17,"Tencent Holdings Ltd has racked up some impressive gains this week  becoming the first Chinese firm to be worth more than  billion  billion and surpassing Facebook to be the worlds fifthmost valuable company The app still functions in China, but its fate there is unclear as the government moves against foreignrun tools for online communication",neg,is about to become your productivity bot dun gars to the fucking hell business program mgr is about to become your productivity bot office windows pro office office office surface pro release date specs rumors coming up spring surface pro release date specs rumors coming up spring surface pro release date specs rumors coming up spring surface pro release date specs rumors coming up spring surface pro release date specs rumors coming up spring line still working to fix sync releases dataset to help researchers create tools
2016-12-20,"As machine learning becomes more powerful, the fields researchers increasingly find themselves unable to account for what their algorithms know  or how they know it",neg,hey stop fighting we love you all dead rising out today players have apparently been naughty read more the worlds largest software company now resembles a startup read more hot one s console battlefield bundle by the latest the daily in year later same fears for privacy from one tech to another step into the playground of fun whats new in net it all o server es download news the is now flock adds to spur collaboration ecosystem read more support in visual studio whats new in the update get integration improved amazon is killing its competition in the cloud wins million contract why windows users have better protection down messenger and video chat not working across the technical preview main new features brings f to notebooks on read more via
2016-12-22,Saudi Arabian security officials said on Monday that the country had been targeted as part of a wideranging cyber espionage campaign observed since February against five Middle East nations as well as several countries outside the region Just why the president shelved his own administrations rule on bringing hunt trophies into the country  a weighty query  is the elephant in the room Asian stocks rose Wednesday after Wall Street hit new highs ahead of the twoday US break for the Thanksgiving holiday,neg,heres how you can upgrade the components on a surface studio video read more office azure stack hopes to succeed where private clouds fail read more awarded million department of defense contract via here is whats new in the office administration update read more we suffered for this me mine has a vision for office planner integration with teams read more have a happy holiday from us at get reward points for every dollar you spend on select games from the window read more legacy code studio review a for business or pleasure founder turned down to create startup installing and configuring purchased elite controller product broke out of warranty days wont replace the cloud needs to get a whole lot greener in trump to meet tech firms including apple and president news this researcher wants you to know he did not harass on a plane yahoo and other tech giants looking to cyanogen gulp watching files
2016-12-25,The Justice Department plans to file a lawsuit aimed at blocking ATTs  billion bid for Time Warner,neg,here is and skills kit devices read more feted to be the first trillion dollar tech company office surface pro core i ram office office office and office line police testing body cameras connected to quick update s groove password infused groove thanks to for the follow learn more up flow available for c up
2016-12-26,"A list of the winners at the  American Music Awards, held Sunday night at the Microsoft Theater in Los Angeles",neg,anoints update as current business recommendation recommending to take a break from writing a recommendation engine quota finished c up en en up a must read article discover how execs are driving the strategy read via corp is private trust co th largest position read more difference and equals para a a us says forced windows issue was painful m contract new read more streaming now introduced a certificate based authentication to check out the latest tech deals here check out the latest tech deals here
2016-12-27,Heres what you need to know to start your day,pos,accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a accepting loyal fans into the first league program inviting them to a follow for more generated tweets please if this a moment i know what is are remaking themselves around weeks best apple deals best prices on apple watches and apple latest news update intensifies bad battery life issue update rd variant drops home button release in too ways dynamics helps you reinvent via senior revenue accountant windows build leaks onto the web unveiling new features windows update latest partnership could lead to new generation of windows windows start menu to feature folders in perks of you bump into inventors authors in hallways nice meeting para a a us
2016-12-30,"Funding and startups are concentrated on the coasts, especially in California But there are signs of an entrepreneurial awakening in the heartland, where talent is rich but prices arent",neg,will charge for office on most if you planned on using d will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using c will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using d will charge for office on most if you planned on using will charge for office on most if you planned on using will charge for office on most if you planned on using could help you find your keys and also stalk your every move read more insiders will now get a greener version of las
2017-01-01,"The  American Music Awards marked a night of unison, positive vibes and American pride as musicians spoke about coming together in a year dominated by natural disasters, violence and divisive politics",neg,two new highlight museum exhibits of the orient and ancient read more will be big year for thanks to giants via fin milliards milliards y a an received award for the th time thank you and the and community will be big year for thanks to giants via is going mainstream is adding support in for value as a unit of sale is going mainstream is adding support in for value as a unit of upgrade to with also and rt rt i am honored to be a windows insider thanks p and will debut this year we suffered for this me mine e a player office office office
2017-01-02,"The president reversed his own administrations decision in an evening tweet, prohibiting trophies of killed elephants from being brought into the country",neg,going to here are reasons to visit in booth office office office line is a new hybrid cloud i and a good up whats up with listen to this report for new research key factors to consider when deciding your cloud strategy for applications up unopened in its original packaging combat flight series why the leader it should be why the leader it should be y contra el y contra el y contra el
2017-01-04,"Retailers and smaller US companies jumped again Friday as they continued to report strong thirdquarter results, but technology companies and other big US corporations couldnt add to the previous days gains Simple blood tests may soon be able to deliver alarming news about your cognitive health The US Supreme Court is set to consider a major cellphone privacy case later this month, but leading players in the wireless industry that is at the center of the closely watched dispute are keeping their distance",neg,pages months live gold membership for love the horizon series offer a mix of s thanks to for the follow learn more reducing it costs with azure and windows get answers to your questions a to hybrid cloud at the new azure stack innovation center what is flow watch our video to see how it helps you create automated between services how to build blank using by cc free intermediate core training on virtual academy office please do me a solid sub my bros be greatly appreciated office a marque office office line useful even in great business quotes read
2017-01-05,"The holidays are replete with streaming movies for and about Christmas, but what options does a movie lover have for the day that kicks off the season",pos,up what is it were updates from on the page tune in heres why the surface phone could be a changer for the lost wallet update still lost might be by the area in the sands a a remember being called a metallic menace is a lesson is s crazy hologram goggles are finally coming to stores but its not what we read more open letter to re via my understanding and dynamics the real reason killed the sprightly updated with the power of office lens read more shift in all its glory azure
2017-01-06,"Leading researchers castigated a federal plan that would use artificial intelligence methods to scrutinize immigrants and visa applicants, saying it is unworkable as written and likely to be inaccurate and biased if deployed The US Fish and Wildlife Service said it planned to reverse a ban on the imports from Zimbabwe, following its earlier move to allow them from Zambia",pos,up up is killing apple in every corner what learned at by via windows to get a new look with project neon in read more helmet running on the platform of read more reasons dynamics ax wins the game read more uses light to diagnose malaria translated using offer a mix of glass s read more one only new item specifics surface phone release date surface phone release delayed due to devices impressive apple pro specs and features that will make it a surface pro killer read more they just asked see and going to power bi user group th s connected vehicle platform is about much more than in s connected vehicle platform is about much more than in is s connected vehicle platform is about much more than in s connected vehicle platform is about much more than in
2017-01-07,"For Seattle, Amazon has become far more than a big employer and taxpayer",neg,up whats your preferred word processor i compare s and i dislike themed consoles and controllers just make mine all matte black launches the first surface phone unveiled for upcoming keynote by executives surface phone unveiled for upcoming keynote by executives surface phone unveiled for upcoming keynote by executives surface phone unveiled for upcoming keynote by executives surface phone unveiled for upcoming keynote by executives tap into the booming market by leveraging on the marketplace tap into the booming market by leveraging on the marketplace state of decay new windows insider build allows you to shut down your with your voice information about rim and others join forces to bring down considering doing some of the courses on developer university wondering if anyone has used it their thoughts dynamics c search engine marketing specialist rolls along d
2017-01-09,Phone companies will have greater authority to block unwanted calls from reaching customers as regulators adopted new rules to combat automated messages known as robocalls Billionaire entrepreneur and potential presidential candidate Mark Cuban said on Wednesday that a cut in the US corporate tax rate would have little to no effect on his investment decisions,neg,has confirmed that is full details state local partner meet greet at the th state local partner meet greet at the th state local partner meet greet at the th e e one and game has been canceled has the yea i actually may have gotten a cause of this connected vehicle platform to bring in future cars has i wonder why looked like a bloody decent game to me cancels one exclusive y no dado es terrible is dead confirmed time to make another gears of shit or halo smart phones at discounted prices click here issues previews of new management tools via glad that game looked like ass that game felt like it was created from market research had no soul thats my most anticipated game of the year gone tell the and the great business quotes read we need this game this was the only game i was excited for how can you cancel this amazing game
2017-01-11,"FertilityIQ analyzed benefits at  employers across several industries Most, it said, have minimal or no coverage for treatments, which can cost , and up",pos,using unified communications to improve patient care using unified communications to improve patient care office former employees sue after developing former employees sue after developing line may move its employees off and not because of why is good for your business months anniversary survey oh this is a powerful group up i hate you and plan to never buy your operating system again up finance manager after whats ahead for one exclusives s latest windows update breaks
2017-01-12,"Microsofts online communication service Skype lost an appeal in Belgium after it failed to comply with a court request to share data from messages and calls If you dont want the D shadow on screenshots you take of macOS desktop windows, you just need to know the keyboard shortcut",neg,launches a new office aimed at shift workers this wonderful company sits in the nosebleed section of the arena office employees sue over trauma they claim was caused by viewing extreme content read more line enables you to work together even better by up in great business quotes read up touts highest us sales ever in news a quick list of all the changes news windows insider build c and core hackers can now were all doomed antes e e swiss court with changes windows privacy settings
2017-01-16,"Apple is leading the way in tracing cobalt used in its electronics to ensure the metal has not been mined by children in Democratic Republic of Congo while Microsoft is lagging, Amnesty International said Apple is leading the way in tracing cobalt used in its electronics to ensure the metal has not been mined by children in Democratic Republic of Congo while Microsoft is lagging, Amnesty International said",neg,also bags a cohort of patents for building devices the tech the latest best stories on twitter this week new scam fooling many users tells corps to remember migrate away from sooner than later office line reveals its vision for in a flexible surface its a pipe dream but maybe just maybe is thinking of turning up up using unified communications to improve patient care using unified communications to improve patient care up partner what if s surface phone is actually a surface
2017-01-17,"Your smartphone is not deliberately losing speed just because your phone maker has a new gadget for sale For devices that do slow down, here are some fixes",neg,heres everything you need to know about corporations latest acquisition read more interracial couples are finally getting some representation interracial couples are finally getting some representation update web available only in the azure portal from buys maker of d solutions for games graphics engines and virtual reality applications thats wonderful look at office creating a group further simplifies their windows and servicing model read more is developing a digital bookstore read more is developing a digital bookstore read more translated using office updated for pas aux exigences et invite identity is important is committed to aiding the of the world who have identification what is news new audited o defense operations center shares best if one developer can add search results to without a stupid so can you a a
2017-01-18,Heres what you need to know to start your day,neg,is coming to your on android got my award package in the mail today finally releases office lens for to continue to partner with following former move nice to meet you bill world economic forum using on your or android device to double the size of office within the next two years how slack brought its desktop to the windows store alternatives updates for class notebook learning tools and office stickers enterprise collaboration wave report is out and is a leader lets you manage communicate and share content is now promoting one of its chrome extensions in windows for some reason boss partners with to offer marketers with advanced insights into its user data office lens comes to the announces the availability of clear on azure hands on and windows hello deal month live gold membership for only recommendations web hack
2017-01-19,"The attorney general refrained from offering his view on the proposed deal, as the Justice Department weighs whether to sue to block the transaction",pos,enjoy free calls with and now percent off select sticker packs seduced by the side s support could be first shot fired in the up up will no longer be supported on windows phone kills organizational tool via installing on but still afraid to do it on my phone o one unveils on k digital pedagogy and leadership principal data scientist the pica one player e partner doubled inbound leads in days w services how to dynamically determine the correct process working set counter instance office update tackles management with via surface keyboard and mouse turn up at
2017-01-23,"Heres why the Republican tax plans are such a boondoggle The new wave of artificial intelligence will reduce jobs, but will also improve your health and products like your smartphone Robert Schoelkopf helped create technology that promises to deliver the machines of tomorrow at Google and IBM Now, he is giving them some competition",pos,office is proud to support as it to windows dynamics line power bi gets azure active directory reports read more lays off another round of employees including roper read more advancing artificial intelligence transforming retail and creating a musical read guide to the cloud continues with support in server up up updates outlook to incorporate some of the features of the sunrise in the latest drop inches iii we interview don creator of the z us fights bid to tell users when take via tariff fears could see cut investment flow gets new features including search by service read more kick off with a new halo wars or horizon one s bundle good stuff comes to hybrid cloud customers stay tuned the genius reason put on every computer and it has nothing to do with
2017-01-24,"As President Trump dismissed global trade talks, the other members of the TransPacific Partnership revived a major multinational agreement that would include American allies Intellectual property theft is not new, but its more widespread, experts say, thanks to tiny cameras and microphones or compromised WiFi networks",pos,obtain in in a few weeks visit obtain in in a few weeks visit obtain in in a few weeks visit obtain in in a few weeks visit obtain in in a few weeks visit obtain in in a few weeks visit closed beta promote your anywhere anytime spending more time managing spreadsheets than actually doing analysis learn how can help heres how will determine which insider ring start in read more how may of your users is on a device numbers are wrong the if not apple then logic is flawed mentors help teachers grok the game court ruling stands us has no right to seize data from hi sen new windows insider build allows you to shut down your with your voice us court sides with on overseas emails wont fix the most frustrating thing about yahoo will block ads information about see how have drastically or minimally changed its over time
2017-01-25,"Two new books offer startlingly different conclusions on Silicon Valleys influence on our economy, culture and politics The careers and networking service will no longer accept job ads from individuals in China, as Beijing cracks down on abusive pyramid schemes If you set up your mail accounts with the IMAP standard on your computer and mobile gadgets, keeping your mailboxes in sync is much easier",neg,is killing ones snap mode and yahoo are dodging warrants after privacy ruling says read more a a one ms con la unveils project manifest to increase supply chain efficiency how windows s game mode will work s overseas emails safe from after recent court appeal v game list u office s overseas emails safe from after recent court appeal office be informed office bill gates could become worlds first office how windows s game mode will work claims is forcing edge browser onto users international line
2017-01-27,"When you decide its time to leave Google for another service, you can download a complete archive of all the files and data you used with Google products",pos,surface studio videos show how first came to life partners benefit from cloud growth via check out our page for all deals on why joined rivals in partnership follow milliard par an pour la via rt y para la las okay sherlock more popular than s on android read more cognitive services in swift et accord milieu la via convert web servers to docker with working on settlements how will fend off amazon web services in the enterprise via continues to make inroads in a premium market previously dominated by settlements heres how to automatically restore a database in with spare disks yield keyword to become in vs demonstrates by changing into a
2017-01-28,"Jaron Laniers house and his new book, Dawn of the New Everything, are both crammed full of strange and mesmerizing stuff Did Al Gore invent the internet or not",neg,your one stop for free training and rad learning offers of team sites for up up chide over immigration order affecting hundreds of staffers d medical model viewer development for its very useful for where are u defending humanity today thank u our sweet example news windows creators u described the mode in a plus pour kicks off security event in tel this week read more security at event in tel read more dance off town center to announce job cuts across multiple business units silicon valley leaders slam trump immigration ban offer employees legal aid read more warns of emails bearing crafty and help staff stranded by ban
2017-01-29,The industry is pushing out a diverse lineup of titles and promoting new consoles to compete for peoples wallets,neg,we are hiring data warehouse engineer i can see and moving to or and the united kingdom i can see and moving to away from five eyes does an azure have rights over azure ad read more reports more revenue than for the third consecutive quarter read more digital tools that will make you more productive in as loading to how do the designs of accessories help reduce stress on your arms wrists and hands boss office as hoping w office office line unveils based cloud platform for up
2017-01-31,"How will sex, death and liability change on the road to the driverless revolution",neg,boom in cloud powers results of and alphabet boom in cloud powers results of and alphabet second book under way using so much better than word how could primary business segments perform in q easily deploy services with impact platform with s project premonition drones we can now hunt down viral mosquitoes before they infect masses c patent reveals phone that turns into a tablet dislikes windows cloud rumors unveils new devices for schools for ed ed updates the journal unveils new devices for schools for ed ed updates the journal handy for it technicians and geeks launches template for an illustration moves from d to real life with a little help from book by via to open creative club in read more this website finds the perfect reaction to your is full of its and to change the size of slides you still have to hack your registry like in the s user accounts on one we have just added you can look at it on
2017-02-01,"Records from an offshore hideaway show how an American billionaire grew one of the worlds largest trusts and another owned part of a company accused of exploiting the poor David Boies, known for Bush v Gore but also aggressive battles for businesses, is drawing fire for helping Harvey Weinstein draft a contract to hire private investigators",neg,says most popular of up ignition mad tracks and juju are now backwards eclipsed all other over holiday season says premier field engineer united states other united states continuing the evolution of the saves m yearly using to reduce manual work required for discovery requests top common mistakes during check out surface pro type cover keyboard new purple free fast shipping via cloud takes aim at customers with new windows happy birthday trying to like but for a product designed by a large corporation pretty disappointed looking for a reason to contact a business deals of course net with bit host process support and other improvements just realizing that club has changed its name to the releases second of for based coming this the staff in and at their in the latest the rod daily thanks to saves m yearly using to reduce manual work required for discovery requests
2017-02-03,"You can usually do basic editing with the free touchscreen versions of Microsofts Office apps, but you need to pay up to fully use the programs China is gleaning knowhow from foreign firms, willing or otherwise, to build the industries of the future, in an effort that worries companies and Washington",pos,vs workplace vs vs teams reviewed by office amazon hired people last year and its hiring more office gets on its outlook for line says should help not replace new course deploying shielded and a guarded fabric with join leaders like brad smith mark more at this years get the join leaders like brad smith mark more at this years get the a user git virtual file system from is a great idea but is definitely a naming failure to me u up up
2017-02-06,"Google and others, fighting for a small pool of researchers, are looking for automated ways to deal with a shortage of artificial intelligence experts Prince Alwaleeds arrest is likely to reverberate across dozens of publicly listed companies that count him as a major investor The shifting balance of power in the cellphone industry explains why a major chip maker is suddenly a takeover target Pieter Abbeel, a Berkeley professor, is part of the team that has started Embodied Intelligence to make it possible for robots to learn on their own A debut by Greg Poulos",pos,the latest best stories on twitter this week office office office thanks to for the follow continuum on team flow feature released and other like face and text recognition flow smart contacts for outlook mobile a love affair between nimble and or inevitable office hot digital code by announcing preview of storage service encryption for file storage line buildings at have improved energy efficiency by but theres so much more to it they should put that in hosts the source in a monstrous repository up up dominates computing infrastructure market bigger than combined
2017-02-07,"A special election in Washington State could give Democrats a free hand to enact liberal policies, including on climate, across the entire West Coast",neg,up up counters with enterprise grid try azure machine learning studio for free pulling the first surface at s custom service hits public documentation now on is becoming the next worked with game designers to create an bit remix of go read more c and classes starting the first week of march email for more info hires s to head new machine intelligence and research group i signed up for the on building connected w so should you forms fr quizzes forms
2017-02-10,Tech firms are deploying sophisticated marketing techniques to try to sell their wares into Americas schools,neg,es sticking with the for now but apple on notice detecting unveils a bonanza of security capabilities twitter and the database en assorted keyboards and mice on off office lets you manage communicate and share a real sweetheart deal for build tickets network world office and open up up a year of open source up store discounts trackers and one s consoles during family day sale read more a year of open source
2017-02-11,Mr Ackman is seeking to shake up the payroll processing firm in a fight that will challenge the shifting power of activists in an era of record corporate profits,neg,launched the testing program insiders program starts offering azure stack on through integrated validated sys read more leaked from vision sensitive glasses that can only be stopped when wearers play video games windows the latest the daily thanks to yup video games these days office office office office bug fixes and known issues in line judge allows s gag order lawsuit against government to proceed read more
2017-02-12,Graduate programs in STEM have the highest percentage of international students of any broad academic field Why dont the locals bother,neg,how about a little fun on a excel boss gamer and collaborate on attestations proofs collapse of but the surface should be well apply now to work for as net has hidden the color mixer bill gates el software la apple ii ready to work for a company of the future is ready leaked from bacteria logging footwear that sends a tweet when girls log in to social media edge web browser reads aloud in latest windows build read more very and its vast universe of viruses sucks age of empires thanks to for the follow thanks to for the follow thanks to frost demon for the follow decorator
2017-02-13,"Not long ago, social media features were a musthave for any tech company But the Russian disinformation campaign has put them in an unflattering light",pos,surface phone what to surface phone what to surface phone what to time to upgrade my cert its been a few years studying style to start para a la digital quickening hearts minds making faces seem even friendlier since say la at pm the and the rise of the new virtual machine used by pro to craft an is ready to make a leap upgraded trust center adds rich new trial finds using one note software boosts dyslexic by via trial finds using one note software boosts dyslexic by via trial finds using one note software boosts dyslexic by via office review greater new city area at windows et la windows est comparable via ready to start the day virtual valentines day cards trustworthy and windows this update wants to scan your emails
2017-02-14,"Thursday Dodgers come up short in Game , photos of life in s Bay Area suburbia, and the battle against outdoor smoking",pos,office office office deep dove into at now i can say i like big i cannot lie line miss teaching w live pm est tonight on office attend free virtual classes and practice the up need to maximize the benefit of great advice and perspective here spec battle surface pro vs surface book vs surface pro ready to work for a company of the future is ready up power bi reports in server reporting services prepping for our surface immersion training makes official with a year premium option read more new to press azure advantage look into growing us enterprise b read more
2017-02-15," The enthusiasm for science education rests on the assumption that these fields are flush with opportunity Physicists, go digital  Pricey stylus tools bring useful features for creative professionals, but the less expensive models may be fine for handwriting and sketching",pos,can save on can save on national week is back and its better than ever its usual via and launch technology innovation workspaces mouse do you know the reasons to list your on find out via the how it be looking for a reason to contact a new ventures of course front row seats for talk on cloud security d front row seats for talk on cloud security front row seats for talk on cloud security drone simulator helps you prevent crashes helps you prevent crashes its relatively easy to develop a drone that can pour rt games with gold update one changes confirmed read more yahoo emails fr la at pm
