date,snippet,price change,tweets
2015-12-13,"This word has appeared in  New York Times articles in the past year Claims to the name by makers of computers, cosmetics and leather goods highlight the difficulties that big names face when dealing with Chinese trademark laws Highway deaths have surged in the last two years, and experts put much of the blame on incar use of smartphones and dashboard apps Since July, Declan Walsh has been applying the perspective of a New York Times foreign correspondent to the US election This is his final report The June referendum in which a majority of Britons voted to leave the European Union has not affected the housing market in Northern Ireland This recipe for rotkraut, a tart dish of pickled red cabbage simmered with warm spices in a dry red wine, came to The Times from Debbie Himmler of Cincinnati The dish, a nod to her grandparents German heritage, makes regular appearances on her f Mr Ocean is restless and more than happy to drape himself in shadows Here, he talks about being elusive, making music and regaining control of his career",neg,pro review info man working on computer swift pacts exclusive deal with apple music for concert film more free apple devices perspective perspective pro review official launches on apple for users as announced earlier in the yea official launches on apple for users as announced earlier in the yea official launches on apple for users official launches on apple for users as announced earlier in the ye official launches on apple for users as announced earlier in the ye official launches on apple for users official launches on apple for users as announced earlier in the yea goes live on new apple in the just got this case for my pro and i love it the smart connector is fantastic pro review this packs a day battery
2015-12-15,"The presidential election underscores a problem for the tech industry that a small group of people designs products the entire world uses, perhaps stifling diversity of thought With voice commands and tablets, you can close the drapes and turn out the lights in your hotel room without getting out of your bed or chair The stock market has risen, with investors seemingly betting that Donald Trump will stick to proposals that would benefit corporate profits, and abandon others that wouldnt Tax reform is one thing Presidentelect Donald J Trump and Speaker Paul Ryan can agree on, broadly, though the specifics can get thorny Weijian Shan of the fund management firm PAG is focusing his money on companies that can benefit from Chinas rising consumerism The following taxexempt fixedincome issues are scheduled for pricing this week The Chinese market is dominated by Douban, which exposes users to thousands of bands around the world and is essential to Chinas own music scene",neg,in apple valley apple on campus recognizes newsy in best of list mark apple twitter store apple s factory sealed unlocked update play store appeals patent windfall ruling to us supreme court the new logo i was barely able to make this graphic without the ball appearing recognizes newsy in best of list should really give me a screen where i can scroll and click with my eyes how might we instantiate lanky fidelity in the st century watch fantastic four josh the fantastic four a contemporary the man from uncle guy set against the backdrop of the early mission impossible rogue nation loaded with heart recognizes newsy in best of list fantastic four josh the fantastic four a contemporary the man from uncle guy set against the backdrop of the early mission impossible rogue nation loaded with heart
2015-12-16,"A critical guide to performances of classical music in the New York City area An environmental group says companies and citizens recognize that the costs of coal to health and climate outweigh the benefits of cheap electricity Senior centers have undergone profound changes in recent years to appeal to baby boomers who are living longer and expect more  much more Ten songs, videos and unearthed live recordings that caught our critics attention this week, from Giorgio Moroders Good for Me to Coldplays Everglow",pos,they quickly discover that the streets they seek actually paved with gold but with blood starting to build a nice now thank you all predicts will buy in tweak tune in from your a was just scanned near ya est para messenger y nos con d touch pones y lo proposed rules would require apple car to have be adding then taking shit you bitches had us update to new software on the mac and took away and now their are forcing us to buy it for apple a la star wars con canal radio a la saga apple apple apple apple apple apple apple sport kit con this regime without ever being seriously and significantly apple apple
2015-12-18,"Richard Nelsons Women of a Certain Age, Part  of a cycle, at the Public Theater, focuses on a family gathering on the night of voting, and what comes next For some, there was a realization that the tech industrys relationship with government  and the public  is likely to shift in a fundamental way Eddie Borgo and Tiffany have a new jewelry line, JW Anderson has his first sample sale in the United States, and more shopping news The Irish government says European antitrust officials were wrong to force the iPhone maker to give up what they consider unfair concessions While its a bit spread out, a vibrant retail scene includes dynamic stores popping up on blocks that are otherwise either residential or industrial The Trump administration is likely to seek vast cuts in regulations across the banking, health care and energy industries",neg,apple pay team con i pronto lo store vs download windows rt store crack the pet stories mac store badland in store video apple air apple apple air dual core apple apple news cook says apple tax avoidance talk is total political crap minutes on check out affordable apple pro damaged screen repair service via apple apple w power adapter model composite av cable you were the of my eye if you own a apple air damaged screen we have your solution via you can ask to delete all alarms apple risotto d shuts down redirects it to help page besides if it happens this should be a huge buying opp for the most valuable company in the world how created a billion beast of a business in in a market where used to struggle
2015-12-19,"Twelve Times journalists relay their most memorable anecdotes from election nights past If you find yourself squinting to read mail and web pages on your smartphone, you can bump up the font size to give your eyes a break Women of a Certain Age, about this years presidential election, has its premiere on Tuesday We spoke with the playwright hours before the actors got his final changes Using smartphones to track family members can be reassuring, but it can open the door to a surveillance state in the home Waldorf salad is definitely in the DNA of this starter from the Publican restaurant in Chicago Apples and walnuts provide the base, and raw brussels sprouts and kohlrabi take the place of the celery The dressing, a honeyed vinaigrette made with  Raw brussels sprouts can stand up to the boldest and most assertive of flavors Pair the shredded sprouts with a garlicky lemon dressing, plenty of aged Parmesan and crushed toasted walnuts Toss in something crispy and sweet apples and pears ar",neg,todays correct keys on pro apple air a quot ye apple silver apple care best buy sale apple offers s for and beautiful dock by how to get decent out of your get ready available exclusively on apple music watch get u get add add add the for las en digital amazon get it he
2015-12-20,"Hundreds of rogue apps, most of which came from developers in China, have managed to slip through Apples review process Members of the former Seattle supergroup that began a quartercentury ago have reconnected and are on their first tour Consumers may be deceived into entering their credit card numbers into counterfeit applications, often disguised as bona fide programs John Risher has been recording statistics as a volunteer at Virginias home football games since , and he shows no signs of stopping anytime soon Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see A former longtime political reporter for The Times reflects on Election Days past Elisabeth Prueitt is finding sweetness beyond wheat at the San Francisco bakery she founded with her husband More than a thousand people attended the first Emojicon, in San Francisco, celebrating a highly regulated industry of smiles, grimaces, devils and foods Heres what you need to know to start your day",neg,is it possible to use another cloud service for backups apple i apple display d per rt nib apple watch mm silver case with white sport band rt nib apple watch mm silver case with white sport band rt nib apple watch mm silver case with white sport band el la para games slashed this list how is getting aggressive toward customers tech predictions from to issues to vendors to corporate u add in love with my the a apple music en safari close all tabs las safari apple dos preference round shrimp fried rice
2015-12-21,"Consensus emerges among politicians, including both presidential candidates, that companies foreign profits should be brought back to America But how Krav maga lessons started as research but became an enjoyable punishment As the region has become more congested and expensive, there are growing demands to rein in the physical space that many technologists call home Once so close they flirted with a merger, the software giants became archrivals when they realized the value of the data amassed by social networks Proposition  would tax ecigarettes in the state for the first time, despite evidence suggesting ecigarettes are less harmful and may help people quit smoking",pos,apple criticizes proposed law cook gets support in his salvo against taxes on minutes apples cook calls out political crap apple criticizes proposed law wall street journal did apple just leak a new on minutes tech insider apple criticizes proposed law wall street journal watch thinking of getting a new soon either a air or pro from or
2015-12-22,"Not every Mac model comes with a microphone, but you can still command Apples virtual assistant with an external accessory We asked students what they would do if they were in charge, what their concerns and hopes for the future would be Authorities are looking into whether Andrey Baranov conspired with American marathon organizers to allow athletes using banned substances to compete in their events For the holiday, selecting the wines is the easiest task of all All bottles are good, though some are better Studies have shown that people tend to consider unsolicited advice as a threat to their free will, and they will often protest by doing the opposite After more than a decade away, a foreign correspondent comes back to take stock of his divided homeland Corner markets and grocery stores are closing across the city, changing the tenor of a neighborhood and forcing some to rethink their daily routines",neg,has made rapid strides in the wearables market get add c inspired to the end jobs final words were oh wow oh wow oh wow c add c apple denies broke store apple adopts proxy access lowers bar for shareholder nominations to board need a new cell phone do i go with the big guns or or look elsewhere get it he d get it he new login feature replaces passwords with your phone remembering passwords is one of the sidelines its next mars rover mission indefinitely opens in features largest private collection of apple products full
2015-12-24,"Were open sourcing our video transcoding API and video encoding presets, as part of our plan to open source our video encoding and distribution pipeline Turner Classic Movies and the Criterion Collection hope FilmStruck appeals to viewers who want to supplement other streaming services or cable The tech giant introduced Microsoft Teams, an addition to its Office  suite, which resembles Slack but adds features like threaded conversations and videoconferencing Recorded just before the death of Phife Dawg in March, We Got It From Here, Thank You For Your Service is heavy with his presence Ray McKinnon discusses the themes of his SundanceTV show, which recently began its fourth and final season",neg,apple requests another million in supplemental damages from three we mini solid black leather case with degree rotation scree brown new air fancy rotating black flower leather case cover mini purple pink armor hybrid defender shield case dual layer air black gray rainbow multi color striped rotating case stands or holder what the apple inc mini may tell us about the a home alone lost in new china mobile claims inch coming in o en safari o con watch for with an rotating leather folio smart case cover stand for apple th rd fashion ultra thin magnetic leather smart cover case for apple black n mini in camera connection card reader adapter m kit stylus touch pen for tablet n x green soft cloth sleeve sock case cover pouch bag for mini tablet a sin a
2015-12-25,"We dont expect our technology to match our outfits, the entertainerentrepreneur said But with a band of fashion power players, hes out to change that",neg,apple watch via i always feel great when drinking a i think is no need to be so present from watch unlock the chip on all so i can listen for free to
2015-12-27,Carol and Morgan meet a new settlement that expands both the cast and the shows philosophy The search giant is one of several American tech companies facing inspections overseas for the way they do business China sought to make an example of GlaxoSmithKline in a case that involved bribery of doctors and investigators and ended with guilty pleas and record penalties,neg,get unlock the chip on all so i can listen for free to episode rt users lust money murder book is a download on st in a series section hack all password prank the girl zone city after a month wait my is now bottled fallout apple watch face news hoops for the holidays youth players shine at annual mac holiday event standard s newest best designs in pictures apple inc wants more money from join hi
2015-12-29,"Roger Kaiser, who inadvertently caused alarm at the Metropolitan Opera, was sprinkling the remains of a friend at opera houses, the police said",pos,s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech apple a el ha ms y ha el apple a la en apple a la en dis apple la las en apple a la en apple antes con a s lineup said to be waterproof sport new tech es para la s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech s lineup said to be waterproof sport new tech ohs king stressed out twenty one pilots sorry love yourself
2015-12-30,Step inside a Dal painting or travel through the Garden of Eden on the back of a fish Museums are enhancing technology to break down boundaries in the imagination Some managers lead by dominating employees others try to win them over But the most effective leaders deploy the style best suited to the situation Farhad is going as sexy Donald Trump and Mike as Guy Fieri Amazon gets them reminiscing about Matthew McConaughey in a s stoner movie Caleb Madison updates us on his whereabouts,neg,inspired to the end jobs final words were oh wow oh wow oh wow apple watch the best timekeeping device to precisely ring in the s the another computer bug in the making another computer bug in the making happy new year to all will end in no mans land market setting up for a big decline on slowing world economies in stay safe apple el s con deals commute voice control c mixing mastering arranging stacking hits great article showing the clear need for a definitive strategy unlike how are usually portrayed loves interesting how apple and used each others stores in la y physical fitness calculators will the have a new screen the latest round of rumors says apple will be c let science save you from a whopper of a hangover will the have a new screen year of the monkey by jean created using on an pro with
2015-12-31,A bunny fancier awaiting criminal trial rebuilds her large herd in a vacant lot next to a Brooklyn tire shop Some customers call for people to stop drinking the brand after its owner says he backs the Republican presidential nominee My grandfathers family was all but wiped out in the Holocaust and I was the last person in my line to hold my familys name ATT has long rewarded shareholders with one of the most sumptuous dividends on Wall Street But the debt its taking on for its Time Warner deal could put that at risk Lawrence Levy tackles a long list of complex subjects that have been covered elsewhere but uses his personal story as vehicle to add a new dimension,neg,add add add in in ha is working on a much improved remote for the apple apple is working wallpaper link new daily news sent plain to jobs producer more why apple fails in cars its time automakers stopped presenting apple lawsuit against apple contends s devices slowed down after software update the users lust money murder is featured on breakout books section thrillers click here can help your kids ring in the new year a bit early air reduced apple e do how to block numbers from or calling you in all been there the survey takers i think has it a little wrong how to block numbers from or calling you in all been there the how to block numbers from or calling you in all been there the how to block numbers from or calling you in stuffed with
2016-01-02,"Forget blood, gore and scary monsters In the early th century, games like Snap Apple kept the holidays focus on romance",neg,come get just watched jobs i bet he would vote for kyle if he was still around get it he u s mini leaks with detailed specs more s mini leaks with detailed specs more mini with retina cellular silver kernel panics i hate you its a good thing apple in charge of new years otherwise wed all be to be s an important from the apple museum using the force no its an watch flying this via giveaway learn how to make lifetime access republic born survivor bear bear has some tips on how to born survivor bear bear lands on the west coast of the deep south born survivor bear bear is deep in the deadly flowers for your grave castle author castle joins detective b
2016-01-05,"Apples stock dropped after the company reported that its iPhone sales fell  percent from a year earlier Startups are trying to break off pieces of the furniture market by offering custom sizes and colors, or more affordable prices, and quicker turnaround The Museum of Modern Art has acquired the original set of  emoji that were designed by Shigetaka Kurita The latest version of Apples mobile Music app removes the simple, builtin way to apply star rankings to songs, but dont let that stop you Recently introduced game consoles are breaking the usual newproduct cycle, while interest grows in virtual reality titles Apps that focus on running and other exercises can help you reach your fitness goals In a call with investors, the chiefs of the companies noted that the combined trove of their consumer data would be useful to marketers and consumers",neg,big press show starts at pm et join us giveaway so i a fan of b now i bought a new for my wife for and have to drive hrs to the repair store its new will reportedly cut s and s plus production by via giveaway x e so takes on with
2016-01-06,"Heres what you need to know to start your day Monday A best of the Bay Area roundup, a fatal tour bus accident near Palm Springs, and a look back at the first iPod Results from consumer companies dragged the stock market lower on Tuesday as wellknown names like Whirlpool and Under Armour suffered their worst losses in years A look at where the ATT deal leaves other prominent media companies and what some think they might attempt to do in response The president, who has advocated cuttingedge research and built relationships with Silicon Valley companies, may be preparing for a role in the technology sector Heres what you need to know to start your day His administration embraced some of the tech industrys best ideas  but also some of its worst values The United States has put artificial intelligence at the center of its defense strategy, with weapons that can identify targets and make decisions Heres what you need to know to start your day ATT and Time Warner have opened up about their deal  the primary point of concern between the two companies was price, and even regulatory issues were less of a problem Theyve both used anger to motivate followers  but in very different ways Angie Mar, the chef and owner of this West Village restaurant, mines history for forgotten indulgences that satisfy innate cravings Heres what you need to know to start your day If the companys forecast is accurate, it will mark a turnaround from what has been a disappointing year for the Silicon Valley giant After a dispute between prosecutors in Brooklyn and Washington led to an overhaul, experts say there could be complications in the case Reassigning the federal investigation was the best way to end an impasse over the legality of New York police officers deadly actions The wedding was set, but first, a barbecue road trip, from Pennsylvania to Tennessee, with pork, ribs, brisket and no shortage of debate The ATT deal with Time Warner comes during what could be a new era for competition law, as a new generation of legal scholars concentrate on different facets of mergers",pos,cooks compensation rose percent to million in a rocky year for apple cook earned m in highest paid exec paid cook m in up new post just mobile for and apple watch announced suppliers drop globally after output cut report by via la store en la fiestas meanwhile shares dropped below for the first time in on reports of slowing shipments it sector worries grow
2016-01-07,"An ad campaign for the Sapphire Reserve credit card features the latenight host James Corden talking to innovators in dining, transportation and lodging Shares of BE Aerospace soared after the company agreed to be acquired by Rockwell Collins The rapper said a new release, which he called a playlist rather than an album, would arrive in December ATTs  billion deal for Time Warner is a ploy to do something  anything  in the face of a rapidly changing media landscape Heres what you need to know to start your day Jeffrey L Bewkes, the telecom giants chief executive, stuck to his guns over the years, confident that his company would get the deal it deserved",neg,lets pause for a moment to acknowledge all the shameless ripoffs at heard on beats today i am chemistry by listen my new coming soon e heres some for thought an a correct way apple acquires a startup that can read your apple apple apple pro retina apple apple pro core apple apple air dual core apple pro retina apple air inspired to the end jobs final words were oh wow oh wow oh wow apple core buys firm that detects emotions in facial cues giveaway apple apple acquires a startup that can read your emotions using apple has joined the part just deleted a doc that i have been working on all day any suggestion how to recover it rumors waterproof wireless charging no headphone jack
2016-01-09,"This is high agritainment season Get in the car, gather up some pumpkins and apples, and go bananas Some residential buildings in New York have been infusing lobbies, hallways and fitness centers with fragrances to entice buyers and renters A deal would give the giant TV distributor and internet provider a collection of programming like HBO and movies like Suicide Squad",neg,is it just me or does the store suck now they used to be so helpful now they even want to talk to you pro release date specs everything you should know no apple best laptops for dell surface book apple mac mi is officially scared of nib apple watch mm silver case with white sport band rt nib apple watch mm silver case with white sport band why would you want to resist capitalism it gave you etc join hi
2016-01-10,"Rei Kawakubo will be only the second living designer ever recognized with a solo show at the Costume Institute, a potentially gamechanging decision Mr Bunnell rode the early wave of personal computers, establishing PC Magazine, Macworld and other magazines and contributing to the industrys explosive growth A group sets out to preserve early digital works that are in danger of fading away",neg,galaxy ad talk about apple reported to make transferring data to android easier in a new apple reported to make transferring data to android apple reported to make transferring data to android apple music now has over million subscribers after just months con mac es what a rip off if goes ahead with this hopefully someone will come up with a universal adapter for them by c apple para a a a android fr replay red para m y el shows off active concept at the north international auto sh via apple music now has over million subscribers after just months every user needs to have these amazing to make life easier the making my own juice bags la apple ms director via giveaway bang
2016-01-11,"A listing of discussions, film screenings, cultural activities and walking tours in New York City To answer that question, we talked to a dozen young New Yorkers, who told us their stories and shared videos shot on their phones",neg,messenger for mac could soon become a reality is re the beautiful aid you can get for free right now all good things must co come fa a solo double with a dutch sandwich time calculator messenger for mac could soon become a reality check out apple mini tablet white via sues apple and pals over antitrust probe new feature will make reading at night easier on your eyes on sale now crystal clear case with clear back panel for tops consumers list of most la bracelet to inch e with a to launch in march if you will inch e with a to launch in march if you will inch e with a to launch in march if you will inch e with a to launch in march if you will inch e with a to launch in march if you will deals drive free speaker no working on a tool to make it easier to go from to inch e with a to launch in march if you will inch e with a to launch in march if you will
2016-01-12,"A condo in New Orleans, a contemporary in Basalt, Colo, and a shinglestyle house in York, Me Pierre Audis production of Rossinis final masterpiece falls into some traps But there is much to celebrate in the performances The epic poem by Ludovico Ariosto, published in  in Ferrara, Italy, is celebrated in an exhibition in one of the citys finest palaces For , the SUV gets new wheels and fresh fascias front and rear The interiors center stack and many underhood components are new, too Know your audience, experts say, and dont just repeat what you say in your rsum",neg,the truth about s renewable energy usage get broken crayon custom laptop cover gm print wins technology of the year feature award wins technology of the year feature award mac rumors wins technology of the year feature award automotive wins technology of the year feature award automotive news and in now running on of active and has continued to grow at a now running on of active and no es est pronto en para android y windows apple seeds beta to developers apple has seeded the latest d apple seeds beta to developers apple has seeded the latest apple seeds beta to developers apple has seeded the latest apple coming soon to new cars and trucks infotainment systems are smart stereos and apple new plus folio case retail
2016-01-14,"In March, a hacked email shows, Mrs Clinton was presented with a first cut list of vicepresidential prospects by her campaign chairman To start cooking, it doesnt take anything fancier than this short list of pans and utensils",pos,apple shareholder proposal calls for greenhouse emissions more to manage your business on the go spotlight boom apple has joined the jeep dodge ram team makes it easy to start work calls in slack controller assignments logic las el sector en el la apple la beta apple la beta p apple time warner la apple el apple a time warner apple en la la mo apple en china con ms el apple store en be different its okay watch the amazing paid and on sale for free download in store galaxy s vs air inch tablets go head to head with t features and improvements what are the new changes at this moment apple auto switch feature comes handy if you own several apple new tweak will help prevent you from racking up overage charges apple
2016-01-15,"Big, Small, American, Chinese Different stocks produced outstanding results for investors and the funds that hold them The dismissal of Bruce Eugene, the coach of the Grand Street Campus Wolves in Brooklyn, has locked players, parents and administrators in a bitter dispute The billionaire investor, the only prominent supporter of the Republican candidate in the tech community, joins a very short list of large Trump contributors Sometimes people forget that old guys can be geeks This week How Samsung helped Apple, will Verizon win a discount, and a new riff on a classic excuse The Pixel, which uses Android software and Assistant, an AI virtual assistant, is, relatively speaking, mediocre, but fans of Android wont regret buying one Every iCloud user gets five free gigabytes of server space from Apple, but when space gets tight, you either have to prune or pay",pos,growth dumping stock as sales seen sagging moving in c news blood and wine more refined than full game blood and w news house science panel opens new investigation into emails hands on for more stock destroys b how low it can go milliards new post twitter and pretty much everyone else had a bad day stock destroys b how low it can go d apple apple core apple apple top architecture patterns by beta stock destroys b how low it can go boycott who the fuck is nil entertainment days out from just beautiful apple touch
2016-01-16,Twitter shares tumbled as few dealmaking options remained,neg,forget start wireless charging your today more the deep south born survivor bear bear is deep in the deadly flowers for your grave castle author castle joins detective b the top sleep for your apple watch ideas to make the easier to use lightning m ideas to make the easier to use u ideas to make the easier to use apple genuine original battery ideas to make the easier to use ideas to make the easier ideas to make the easier d ideas to make the easier u ideas to make the easier one more thing y daily deals inch acer monitor external drives apple gear please apple will fold radio into apple music on th join hi las con
2016-01-17,"Shares of mining companies and other suppliers of basic materials, which rely heavily on exports to China, fell along with tech stocks There are many ways to transfer pictures from a Googlebased phone to an Apple computer Friday Registering for elections, a Dog Film Festival, and brass bands taking to the streets New books by Louise Miller, Caroline Angell, Jane L Rosen and Sally Thorne In Messy, Tim Harford writes about the power of ignoring rules and being flexible even when you dont want to",neg,can someone the text correction on to turn your into a bad ass drawing tablet apple shuffle apple apple touch apple touch apple jobs gamble gardens get a feel for how many of my friends have an apple watch send me a tap if you do estimations encore en pour d via join hi new apple hello kitty cute wallet style users lust money murder is featured on breakout books section thrillers click here jobs reprocessed image watch a quick sketch at an workshop not an artist yet its great news the new allows the average to build for it know how much i love the most that i
