date,snippet
2015-12-11,"Dogs and cats living together, mass hysteria The Secret Life of Pets has it all And think your Thanksgivings are bad Watch The Ice Storm Andy Revkin argues that a first step toward a successful human journey is a little positive self regard"
2015-12-12,"Coloring books for grownups, with drawings inspired by travel and Champagne wishes, aim to capture the imaginations of tourists As Americans gather around the table this week, each family performs its own ritual of gratitude"
2015-12-14,"In this book, Achieving Our Country, Mr Rorty predicted an electoral shift that would leave an opening for a Trumplike figure to emerge as a savior The JK Rowlingscripted fantasy is a boon for the studio, whose last three bigbudget efforts drew cool reactions from critics The former mayor of New York remains in the running for a post in Donald Trumps cabinet This documentary on Amazon chronicles Giulianis controversial ascent Corrections appearing in print on Monday, November ,  People used to flock to the Araguari River to catch the Pororoca, which once brought waves over five feet high, but surfers last rode it in "
2015-12-15,"Corrections appearing in print on Saturday, November ,  A nonprofit that disputes huge bills from a supplier of printer toner is whipsawed between two companies, one of which is not even supposed to exist"
2015-12-16,Mr Durn Balln led Ecuador in the last war in the Americas to date between sovereign states
2015-12-17,Lower prices can be had by relying on a few innovative approaches without having to camp outside a big box store Resorts and hotels will be offering sales on stays Heres what you need to know at the end of the day Race traces the footsteps of the runner Jesse Owens to his performance at the Berlin Olympics And Kristen Wiig hosts SNL for the second time
2015-12-18,Heres what you need to know to start your day
2015-12-19,"As the population surges and drug gangs expand, hijacking opportunities along the Amazon have flourished, and police forces are struggling to keep up"
2015-12-20,"By publishing fake news and disrupting standards of truth and civility, tech companies allowed Trump to spread his message Piracy is a growing menace on the rivers of the Amazon Join the antipiracy police force on a patrol"
2015-12-21,Those of cities  particularly in the West  rejected Trump by huge margins
2015-12-23,"The retailer needs more customers wandering its aisles over the holiday season and a sustainable plan to compete with Amazon A critical guide to productions in New York City, including shows in previews The World Health Organization said it did not consider the crisis over for the mosquitoborne virus The Top Gear team reassembles for The Grand Tour And Ms Carlson gives her first television interview after her sexual harassment lawsuit against Roger Ailes"
2015-12-24,"Markets were assessing the testimony of the Federal Reserve chairwoman, Janet L Yellen, who was speaking before Congress Some actors are pursuing audiences where they believe they are staying"
2015-12-25,Automakers promoted their hightech bona fides and environmentally friendly conscience at the AutoMobility LA conference Lovesick formerly Scrotal Recall resumes its humorous journey of STD notification And Scissored Isle follows Alan Partridge to a great divide
2015-12-26,"The decision to close is the latest evolution in the retail industrys scramble to figure out how to compete in an increasingly complex shopping season Since July, Declan Walsh has been applying the perspective of a New York Times foreign correspondent to the US election This is his final report As financial pressure increases, ensembles are going beyond merely making music to offer more educational programs and community engagement initiatives Despite what the ads say, the overwhelming majority of deals on the day after Thanksgiving are duds Scribbled notes by the director on the original novel and the subsequent screenplay have been turned into a coffee table book"
2015-12-27,"Donald J Trump gives his first postelection interview on  Minutes And The Traffickers investigates the seamy side of the black market Is a concentration of wealth in monopolies a threat to democracy Most devices connect to the television through an HDMI port, but you can find gear to work with the composite connections used by legacy TV sets The dating app says the change will cut down on harassment and complaints that caused people to be barred from the service Michelle Dockery, after Downton Abbey, plays a con artist in Good Behavior And Ryan Phillippe stars in the USA Networks Shooter The Kingdom of Dreams and Madness is a delightful peak behind the curtains at the famed Studio Ghibli, writes Monica Castillo"
2015-12-28,"Exploring and saving money in Washingtons Hoh Rain Forest, and the small, quirky coastal town of Port Townsend At a time when the city can seem unbearably expensive and the price of a subway ride is set to increase again, attention has turned to a cost that many struggle to afford a MetroCard Mr Trump has criticized ATTs planned merger with Time Warner and the merger of Comcast and NBCUniversal, and he may have a beef with big banks The presidential election underscores a problem for the tech industry that a small group of people designs products the entire world uses, perhaps stifling diversity of thought A sausage, voiced by Seth Rogen, learns that the afterlife isnt what he expected in Sausage Party And Dave Chappelle hosts Saturday Night Live"
2015-12-29,Pop the cork on the Bolly already Absolutely Fabulous The Movie is the perfect mood lifter for those who need one And Imelda Staunton scorches as Momma Rose in Gypsy
2015-12-30,"Reimagining the cell tower, the hospital gown, the toilet, the airport baggagedelivery system, the bike lock and the prescriptionmedicine label A critical guide to productions in New York City, including shows in previews Some are facing a backlash after remarks that appeared to oppose or support his election"
2015-12-31,"Sure, theres choice via streaming But, really, how much Businesses and corporations hopeful that gridlock will end in Washington have started turning to lobbying firms on K Street to help them navigate the change An age of online shopping has, surprisingly, led to an exciting time for shoppers to get back out onto city streets to explore new, innovative shops Are you trying to figure out what to watch next Watching is here to help A new wave of companies is trying to win over younger consumers  by considering their emotional needs as much as their material ones"
2016-01-01,"Predictive analytics, and election forecasting in particular, remains a young science Experts say some of the models could be off  to  percent After shaking off the shock of the election results, markets have been recovering What happens next across the economy In charges brought recently against Google and earlier against Microsoft, officials say that each company favored some of its services over those of rivals"
2016-01-02,"Both campaigns held election night events in Manhattan, just a mile apart, and there were signs between them of the America that the presidentelect will inherit Better Things wraps up its first season with a whirlwind of female trouble Still rattled by reallife politics Check out the alternate futures in Mad Max Fury Road and Occupied The Trump administration is likely to seek vast cuts in regulations across the banking, health care and energy industries"
2016-01-03,"Humans have become a planetscale disruptive force What next The Irish government says European antitrust officials were wrong to force the iPhone maker to give up what they consider unfair concessions For some, there was a realization that the tech industrys relationship with government  and the public  is likely to shift in a fundamental way"
2016-01-04,"Theres really only one thing to watch tonight, and well be watching until the very end But if youd rather check out of reality, pick and choose from comedy specials or some of the years best series"
2016-01-05," Minutes and The Circus parse the final days of the presidential campaign And Nick Nolte plays a former president on the wrong side of history in Graves Supporters of the ATTTime Warner deal have pointed to the success of a similar one between Comcast and NBCUniversal, where both sides are thriving Fear that Oracle would back away led NetSuite shareholders to accept a  billion offer over the objections of a major investor, T Rowe Price"
2016-01-06,"Mike is a medieval witch hunter, as Farhad retreats into Mario Microsofts grab for Slacks lunch is discussed And Amazon could do better at inspiring shopping"
2016-01-07,"Pair The Crown, starring Claire Foy as a young Queen Elizabeth II, with The Queen, with Helen Mirren as the ruler in her later years A critical guide to productions in New York City, including shows in previews A night of dirtyish dancing with the Red Oaks star Once so close they flirted with a merger, the software giants became archrivals when they realized the value of the data amassed by social networks Benedict Cumberbatch, in theaters as Doctor Strange, hosts SNL And Alex Gibney investigates the potential for cyberwarfare in Zero Days Online shopping is easy, fast and completely devoid of any experiential pleasure"
2016-01-08,"The search giant faces three cases accusing it of hampering consumer choice and crippling competitors, all of which it denies"
2016-01-09,"Which is a better helper, Google Home or Amazon Echo A sidebyside test for six days revealed strengths and weaknesses"
2016-01-10,"Amid continuing low oil and natural gas prices, companies are again turning to tech advances to cut costs, raise productivity and expand exploration Email scandal Gain some perspective with All the Presidents Men, about Watergate And The Good Place goes on hiatus  but not before Michael tries to weed out the bad"
2016-01-11,"Turner Classic Movies and the Criterion Collection hope FilmStruck appeals to viewers who want to supplement other streaming services or cable Advertising helped the ecommerce company overcome slowing sales growth on its platforms, but it still posted losses in newer, growthoriented businesses The president of Carnegie Mellon University, which will establish the center, said injecting ethical discussions into AI is necessary as the technology advances If you want to be happy for the rest of your life, new books suggest working hard and playing nice taking it a few steps at a time watching your pocketbook and just not trying so much This German artist has turned his lens on tulip fields This month, Amazon Prime adds The Night Manager, Green Room and many others to its library Google will introduce Home, its rival to Amazons Alexa, at the end of this week"
2016-01-12,"Conan OBrien brings aliens to Beacon, NY, in People of Earth, starring Wyatt Cenac, and then his own latenight show, Conan, to Harlem Mr Ides debut novel, set in Long Beach, Calif, kicks off what is apt to be a madly lovable new detective series about a smart guy surrounded by crooks The newspaper industry is facing a relentless downturn, and success will require even more radical ideas Insurance is a hard product to buy Heres The Upshots simplified guide to finding the plan thats right for you From the Watching team, expert TV and movie recommendations for the longer, colder nights ahead"
2016-01-13,"The Times is dipping a toe into the waters of affiliate links It hopes to make money off products it writes about It needs to tread carefully Farhad is going as sexy Donald Trump and Mike as Guy Fieri Amazon gets them reminiscing about Matthew McConaughey in a s stoner movie Elementary celebrates a milestone by exploring outer space And Oasis Supersonic follows the squabbling brothers Liam and Noel Gallagher during the s The search giant is fighting three antitrust charges, and the results will have a major impact on both the tech company and European policy makers The search giant is one of several American tech companies facing inspections overseas for the way they do business"
2016-01-14,"In Good Girls Revolt, some s magazine workers decide they arent going to take it anymore And Bill Murray accepts the Mark Twain Prize Small manufacturers are vital if the United States is to narrow the nations class divide and build a society with opportunities for everyone, regardless of race or education Carlyle Group has joined the growing list of investors who are taking their money out of hedge funds The private equity firm is instead opting for direct lending Shares of the prescription drug distributor McKesson plunged after the companys revenue fell far short of analysts forecasts A prep school that prepares students for entry into competitive colleges, but also teaches them how to raise livestock, grow vegetables and chop wood You do not need hardware or software from Amazon to check out books and other digital materials from most public lending libraries"
2016-01-15,"Cat People, produced by Val Lewton and directed by Jacques Tourneur, used a feline predator as a metaphor for a stifled libido The company said to expect as much as  billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range Step inside a Dal painting or travel through the Garden of Eden on the back of a fish Museums are enhancing technology to break down boundaries in the imagination"
2016-01-16,"The creator of Mad Men has signed on for an eightepisode series for the streaming service A critical guide to productions in New York City, including shows in previews Dermot Mulroney stars in Pure Genius, a medicinemeetstechnology series And Joel McHale is an outdoors writer in a digital world in The Great Indoors Cable and television companies and publishers sank, and industrial companies like Raytheon and L Communications fell after reporting weak results"
2016-01-17,"In Finding Dory, Ellen DeGeneres is back for another journey with everyones favorite clown fish, Nemo And Adam Conover ruins presidential politics His administration embraced some of the tech industrys best ideas  but also some of its worst values As a multimilliondollar donor to lawmakers, with a huge roster of lobbyists, the communications giant is ready to pursue its  billion bid for Time Warner Corrections appearing in print on Wednesday, October , "
2016-01-18,"The president, who has advocated cuttingedge research and built relationships with Silicon Valley companies, may be preparing for a role in the technology sector Antitrust regulators need to examine whether the ATTTime Warner deal would squelch competition or limit consumer choice"
2016-01-19,"From the Watching team, expert TV and movie recommendations for the next few days ATTs  billion deal for Time Warner is a ploy to do something  anything  in the face of a rapidly changing media landscape The difficulties of defending tough reporting and shielding journalists from powerful antagonists can be hard for any corporation to stomach And ATT has no journalistic lineage The United States has put artificial intelligence at the center of its defense strategy, with weapons that can identify targets and make decisions"
2016-01-20,"The ATTTime Warner deal could reshape the entire media landscape in the United States and spur even more consolidation Not everyone is on board with that The fate of a person with cardiac arrest often depends on having an AED nearby and someone who knows where it is The company also bought The Sweethome, a sister site Both are product recommendation websites that offer guides on tech gadgets and home products ATTs chief executive, Randall Stephenson, and his Time Warner counterpart, Jeffrey Bewkes, tried to address analysts concerns on Monday"
2016-01-21,"Jeffrey L Bewkes, the telecom giants chief executive, stuck to his guns over the years, confident that his company would get the deal it deserved The proposed  billion merger faces tough regulatory scrutiny, but the potential to challenge cable companies may make a compelling case Much of the concern about ATTs  billion purchase of Time Warner is rooted in how consumers have fared since Comcast bought NBCUniversal Tech companies are spending more on lobbying and hiring highprofile government officials, and the revolving door goes both ways Matt LeBlanc plays a stayathome dad in the oldfashioned Man With a Plan And Beyond Borders explores the American policies that gave rise to an influx of undocumented immigrants"
2016-01-22,Unwind with some mothers rebelling against doing it all Or ponder the sexting scandals behind the demise of Anthony D Weiners political career The Walking Dead begins its seventh season with a longawaited revelation And Keeping Up with the Kardashians finds Kim at war with her mother
2016-01-23,"From the Watching team, expert TV and movie recommendations for the next few days The potential union would probably face heavy scrutiny from government regulators"
2016-01-24,"New York Review Books Classics is hoping to restore the English novelists visibility for good Great Performances captures LinManuel Miranda in the process of creating Hamilton And Black Mirror returns bigger than ever Work camping combines elements of the gig economy, telecommuting and contingent labor, and attracts older adults seeking more money and more meaning from life Eiichi Yamamotos animated Belladonna of Sadness is organically outr Russ Meyers Beyond the Valley of the Dolls is intentionally so"
2016-01-25,"Its time to stop companies  like Amazon, Boeing and CocaCola  from damaging the economy by legally shirking taxes A critical guide to productions in New York City, including shows in previews Laverne Cox stars in Foxs Rocky Horror reboot And Jago A Life Underwater follows an Indonesian hunter to the depths of the sea Microsoft said its gross profit margin from its commercial cloud business was  percent  lower than its traditional software business, but still attractive"
2016-01-26,"The Pixel, which uses Android software and Assistant, an AI virtual assistant, is, relatively speaking, mediocre, but fans of Android wont regret buying one Corrections appearing in print on Tuesday, October ,  Anna Kendrick is a woman on the rebound in Mr Right And  for  remembers Phi Slama Jama, the University of Houston basketball team that couldnt win when it mattered most"
2016-01-27,"Mr Kushner, Donald J Trumps soninlaw, informally reached out to a veteran media investment banker, who is also a friend, about setting up the channel Jane the Virgin begins its third season with a heavy dose of suds and tears And The Horn follows a helicopter search and rescue team into the Swiss Alps Body cameras have been promoted as a solution to police misconduct But the strange twoyear saga of Seattle shows just how complicated total transparency can be Googles phone disappoints, but its likely to be around for a long time Thats because its part of a complex of technology that characterizes the new competition"
2016-01-28,"Big, Small, American, Chinese Different stocks produced outstanding results for investors and the funds that hold them Cars that direct drivers to appointments and stores  or even monitor the drivers health  are coming, experts say Viggo Mortensen goes off the grid in Captain Fantastic And Ms Blunt takes the Saturday Night Live stage Can the answer to what ails the global economy be found in the people in blue vests at your neighborhood Walmart The billionaire investor, the only prominent supporter of the Republican candidate in the tech community, joins a very short list of large Trump contributors As more and more labels add mens wear to their womens wear shows, who benefits Two critics debate the question The bride and groom work for Amazon Sometimes people forget that old guys can be geeks This week How Samsung helped Apple, will Verizon win a discount, and a new riff on a classic excuse The years of investment in its artificial intelligence effort, IBM executives say, are increasingly turning into moneymaking opportunities in sizable markets like health care and manufacturing Thousands of public libraries around the country offer digital content you can borrow for a short period to use on your mobile device and computer"
2016-01-29,"After his Arizona Fall League debut, Tebow spent time with a man who appeared to have a seizure while waiting for his autograph The postdebate fashion conversation centered on an unlikely character Two of Sirks early Hollywood films, now in a twodisc set, reveal a finesse so fine as to be almost invisible From the Watching team, expert TV and movie recommendations for the next few days A critical guide to productions in New York City, including shows in previews Billy Bob Thornton plays a fallen lawyer in David E Kelleys Goliath And Colleen Ballinger brings Miranda Sings, her YouTube alter ego, to Haters Back Off"
2016-01-30,"Britains No supermarket group Sainsburys aims to have an Argos presence in every one of its British stores, its chief executive said on Tuesday Michelle Obama travels to Africa for her Let Girls Learn initiative And Jonathan Demme captures Justin Timberlake and the Tennessee Kids on the final night of their world tour The group had been using surveillance drones, but a recent attack that killed two Kurdish fighters highlighted its success in developing an effective new weapon Heres what you need to know at the end of the day A new service offering tens of millions of songs will cost customers as little as  per month if they listen through the Echo device In this new legal series for Amazon by David E Kelley and Jonathan Shapiro, Mr Thornton portrays a seedy lawyer up against his old firm"
2016-01-31,"Generations of Jewish experience are explored in two films, comically in Wheres Poppa and in documentary form in Papirosen David E Kelleys new legal series represents a change of venue from broadcast TV Making it for Amazon, he says, means characters can have more time and room Jena Friedman and Michelle Wolf joke about the lack of excitement and hostility toward Mrs Clintons candidacy, mocking the double standards behind the dislike Choosing a voice, which is often young and female, in conversational computing has implications for design, branding or interacting with machines From the Watching team, expert TV and movie recommendations for the next few days Luxury goods group LVMH said there was no way it would do business with Amazon even though the Internet retailer was keen to take on more highend brands The US is looking for multibillion dollar penalties from Germanys biggest bank and its biggest carmaker The European Union is demanding similarly large sums from Americas most valuable tech company, Apple"
2016-02-01,"Mike calls Yahoos surveillance predicament a flaming garbage fire and hopes Alexa and her AI ilk are friendlier than HAL Soon, Farhad will be in Asia In a village in the Austrian Alps, Swarovski, which has been making crystals for more than a century, is refashioning itself as a tech company"
2016-02-02,"From the Watching team, expert TV and movie recommendations for the next few days A critical guide to productions in New York City, including shows in previews The tech world has been buzzing since it heard that the online software company Salesforce was interested in bidding for Twitter Disruptions to air travel, manufacturing, supply chains and retail stores spread on Friday as Hurricane Matthew worked its way up Floridas Atlantic coast, leaving people and goods stranded and plants idled  Including calling designers dads and DMing their sons Shiona Turini reveals the secrets behind the singers latest videos and challenges like tracking down vintage velour tracksuits Thanksgiving in Canada has never reached the status it enjoys in the United States, but Canadians are still passionate about the holiday Agents, writers, producers and parents are gingerly exploring a frontier within a frontier as they bring young transgender actors into the fold"
2016-02-03,"The company, which is working toward carrying tourists into space, separated a crew capsule from the booster of its New Shepard rocket The company has had a spotty track record with devices, but the push for artificial intelligence is making that side of the shop more important than ever Gustavo Dudamel conducts the Smon Bolvar Orchestra at Carnegie Hall And Roman Polanski delves into sinister British politics in The Ghost Writer WalMart Stores Inc is accelerating its investment in ecommerce in a bid to narrow the gap with Amazoncom Inc and to give it an even more dominant position against the rest of the field in retail  Online retailer Amazon said on Thursday it would create over  new jobs next year when it opens a distribution center in central England, maintaining a wave of investment in Britain Kevin Brasler recalls barraging an obliging salesperson with questions about car seat safety when he was a concerned new parent Suggested reading by book critics and editors at The New York Times"
2016-02-04,"In August , a Time magazine cover story touting singles life displayed Sarah Jessica Parker and her three Sex and the City costars with the headline Who Needs a Husband Amazon has updated its barcodescanning Dash shopping wand so you can now buy anything with it, not just groceries Apple Inc, Alphabet Incs Google and CocaCola Co topped the list of the worlds  most valuable brands in , while technology and automotive brands dominated the overall rankings, according to a new report from brand consultancy Interbrand Momandpop bookstores are emerging from the decimation of the last decade as they use social media to inspire a loyal customer base A rocket owned by Jeff Bezos space company Blue Origin blasted off from Texas on Wednesday and then landed itself intact, even though engineers had expected it to crash after an important demonstration of how its unmanned crew capsule could fly a Genre fiction readers Your next potboiler will likely involve a hurricane"
2016-02-05,"A detective changes the course of history in Frequency And Kiefer Sutherland tries to get a grip on his role as commander in chief in Designated Survivor Googles new strategy of controlling both hardware and software puts it more directly in competition with Apple and many of its own Android partners The companys Originals program will include Adventure Time Marshall Lee Spectacular, from BOOM Studios and the graphic novel Harvey Kurtzmans Marleys Ghost Does your home really need a smart speaker that can answer questions, call you an Uber, turn off the lights or play music when you ask You may be about to find out"
2016-02-07,"Amazoncom Inc on Wednesday launched a new feature for its US Prime members called Prime Reading, which adds a selection of Kindle books, magazines and comics to its loyalty program at no additional cost Donald J Trump may call himself a genius for his tax avoidance strategies, but in comparison, corporate America is run by absolute virtuosos, Andrew Ross Sorkin writes"
2016-02-08,"The Latest on Googles product event all times local Amazon accepts returns for many of the things it sells, including  under certain circumstances  Kindle books Google is taking a page from Apples playbook by making a bigger push to build its own hardware"
2016-02-09,"Alphabet Incs Google on Tuesday announced a new Pixel smartphone and a suite of new consumer electronics products for the home, planting itself firmly in the hardware business and challenging Apple Incs  iPhone at the high end of the  bill Google ratcheted up its rivalry with Apple and Amazon by unveiling new smartphones, an internetconnected speaker that channels a digital assistant, and other gadgets the company hopes to make indispensable Denmarks DSV, which became the worlds fifth largest freight transportation company by buying up competitors, is considering more large acquisitions to expand in a fragmented market despite weak growth in global trade"
2016-02-10,"In No Tomorrow, the Jane the Virgin team puts its twist on another South American import And Hillary Clinton and Donald J Trumps running mates debate the issues Companies like Amazon and Microsoft are building data centers across the Continent in response to Europeans desires to keep their information close to home Wildly successful tech companies often cant see the next big thing because theyre too busy making money Even Google can be prone to this condition"
2016-02-11,"The maternity aisle is looking more like a highend boutique as cultural attitudes about pregnancy shift from bigger and baggier to sleeker and stretchier CWs new comedy stars Tori Anderson as a woman in a rut who falls for a man Joshua Sasse who thinks the world will be destroyed in eight months and wants to seize the day Corrections appearing in print on Tuesday, October , "
2016-02-12,"Amazon is talking to European Union antitrust regulators about settling a yearlong investigation into its ebook deals with publishers without a fine, a person familiar with the matter said on Tuesday"
2016-02-13,"Google is unveiling its answer to Echo, an artificially intelligent home device that vaulted Amazon ahead of Google in a race to build technology that interacts as humans do What is a drone How is Amazon testing its drones, and for what ultimate purpose Some Ford owners will soon be able to turn up the heat at home from their cars using Amazons Alexa voice service or start their vehicles from their desks using the same system"
2016-02-14,"At annual presentations in San Francisco, tech companies deluge potential customers with data on their progress in cloud computing, machine learning and artificial intelligence"
2016-02-15,"Heres what you need to know to start your day Google is expected to reveal Google Home and the Labor Department will report the penultimate jobs report scheduled before the presidential election On Twitter, Mr Trump has denounced tax avoiders, complained about misuse of his own tax dollars and warned of the significant pain that paying taxes had caused him or others"
2016-02-16,"The ecommerce giant has big plans to use autonomous aircraft to deliver packages, and is testing the devices in rural England We went to find them From the Watching team, expert TV and movie recommendations for the next few days American tech giants stand to benefit from Canadas smoother immigration process, and Vancouver is looking to feed its own homegrown tech ambitions"
2016-02-17,"From the Watching team, expert TV and movie recommendations for October British companies expect a surge in output in the final quarter of the year despite a slowdown in the three months to September, a survey showed, the latest sign that the countrys economy is largely coping with the shock vote to leave the Europea The film, directed by Barry Shear, follows a rock musician who becomes president and sends citizens over  to New Age reeducation camps"
2016-02-18," The Girl on the Train by Paula Hawkins Riverhead The releases, which will weave features from the popular streaming video service into the gaming experience, are Amazons first games aimed at hardcore players"
2016-02-19,"Mr Allen tackles television with Crisis in Six Scenes And the Marvel superhero Luke Cage has a show of his own Mr Allens first TV show, a sixepisode miniseries on Amazon, feels as if he emptied his notebook and strung together a series of comic set pieces Learn about the strange history of chicken tetrazzini and get prepped for apple season The new Dior debuts today, designed by the first woman to lead the creative side of the storied house Larry Scott hits the first half of Stanfords game against Southern California before bouncing over to Berkeley for game two of his Saturday doubleheader"
2016-02-20,"Ms Semples followup to Whered You Go, Bernadette can be as outrageously funny, but this book cuts closer to the bone with less satire From the Watching team, expert TV and movie recommendations for the next few days The plan is intended to free consumers from renting the boxes, which cost them  a year on average"
2016-02-21,"Bicycles with a faulty seat and stools with faulty legs are among this weeks recalled consumer products Other recalled consumer products include ice tools and pool alarms Simon McBurneys astonishing oneman show, from the British troupe Complicite, immerses the audience in an aural landscape where time and space collapse"
2016-02-22,"The Partnership on AI unites Amazon, Facebook, Google, IBM and Microsoft to ease public fears of machines that are learning to think for themselves WalMart Stores Inc is in talks to buy a minority stake in Indias largest ecommerce firm Flipkart, two people familiar with the matter said, as the worlds biggest retailer aims to break into a fast growing but highly competitive online retail m Alphabet Incs Google said on Thursday it renamed its businesstobusiness cloud computing brand and enhanced some enterprise applications using artificial intelligence, the companys latest gambit to better compete with Amazoncom and Microsoft C"
2016-02-23,"Independence Day Resurgence, a boxoffice dud, is now the topwatched film on iTunes And Better Things places its hilarious star, Pamela Adlon, under a microscope Judith Light performs this Neil LaBute monologue about a schoolteacher racked with regret over an inadvisable decision Google is threatened by the decline of web search, so its making a bold bet on what comes next an allknowing digital helper Amazon Primes new series in Britain, soon to air in France, chronicles a Parisian fashion house with lots of similarities to the historic one"
2016-02-24,"Home to the vast Amazon, Brazil has reduced its deforestation rate by more than  percent since , but Latin Americas largest country is still losing the equivalent of two football fields of rainforest every minute When George Porto joined Brazils environment agency  years ago, the country didnt have access to satellite data on illegal logging  let alone heat maps tracking deforestation patterns or guntoting agents dedicated to stopping ecological cri Trade is under attack in much of the world, because economists failed to anticipate the accompanying joblessness, and governments failed to help While shooting the director Andrea Arnolds film, the cast and crew traveled together for nearly three months, from Oklahoma to North Dakota On this weeks Modern Love podcast, the Transparent actress tells the story of how a missed flight leads a woman to weigh the pros and cons of marriage"
2016-02-25,"Infrastructure projects designed to open the western Amazon for investment are to blame for deforestation in parts of Peru, Colombia and Bolivia  rather than coca production, researchers said on Wednesday Younger returns for a third season and doubles the love options for Liza And Vice President Joseph R Biden Jr appears in a Law  Order SVU episode inspired by Making a Murderer For his debut show at the house, the designer delved into history of the most recent, bigshouldered kind Uber Technologies UBERUL is making an aggressive drive into takeaway meal deliveries, with the US firm gearing up with a big staff recruitment campaign to enter at least  more countries WalMart Stores Inc is in talks to buy a minority stake in Indias largest ecommerce firm Flipkart, two sources familiar with the matter said, as the worlds biggest retailer aims to get a slice of a fastgrowing online retail market"
2016-02-27,"Consumer and technology stocks, including Amazon, led gains on Wall Street on Tuesday, while a perceived win by Democrat Hillary Clinton in Mondays first presidential debate gave broader support to equities A woman accused of being a witch was burned alive on a bonfire in an indigenous community in a remote part of the countrys Amazon rainforest, authorities said Tuesday"
2016-02-28,"US stocks rebounded Tuesday and climbed after a survey showed consumer confidence is at a nineyear high, a sign Americans will keep spending in the months to come Technology and consumer stocks made the largest gains Uber is making an aggressive drive into meal delivery, backed by a wave of staff recruitment, with the US tech heavyweight gearing up to enter at least  new countries and take on local rivals"
2016-03-01,"Check out the pilot of Insecure, the series from Issa Rae of Awkward Black Girl fame, or tuck into The Lobster And the Emmynominated Drunk History begins a fourth season The company announced that it had raised  million, the biggest round of fundraising in its year history"
2016-03-02,"Valuesbased budgeting starts with noticing where your money is going, and then assessing whether that is whats important to you, a financial planner writes Businesses want certainty, but thats in short supply in Britain at the moment Twitter has relied on stockbased compensation more than its peers in Silicon Valley, and that has unavoidable implications for potential buyers"
2016-03-03,"Mr Musk, the billionaire founder of SpaceX, hopes to make humanity a multiplanetary species Mr Palmer hawked nearly  products over a halfcentury and created the template for the modern entrepreneurial athlete"
2016-03-04,"Hillary Clinton and Donald J Trump go headtohead on live TV Imagine an alternate political universe with House of Cards, Borgen or Occupied The North explains a rocket engine test as a moonshot, but intelligence agencies are exploring another option the beginnings of a missile that could reach the American mainland Our hiking group had reached the highest point of our trek through the Andes to Machu Picchu Now our guide was leading us in a Quechua ritual We took turns placing stones in an apacheta pyramid over herbs and bits of chocolate bars, offering t"
